cluster_id,size,split,representative
2249,24,train,O42127
2250,1,test,Q90344
2251,1,train,Q90523
2252,9,train,A0JM20
2253,4,train,O09345
2254,62,train,A2BPU5
2255,1,val,Q9F9L1
2256,87,train,A0QNG1
2257,16,train,Q43907
2258,65,train,A2BQN3
2259,16,train,O29903
2260,664,train,A0AK39
2261,224,train,A0AJB3
2262,2,train,A7N6S2
2263,798,train,A0AJL1
2264,1,val,B1ZZL9
2265,1,train,O15743
2266,2,train,O15992
2267,5,train,O17323
2268,1,train,O17438
2269,1,train,O17670
2270,1,train,O18017
2271,9,train,O18783
2272,1,train,O18851
2273,1,train,O18921
2274,1,train,O75011
2275,1,val,O76050
2276,4,train,O74866
2277,1,train,O76387
2278,1,train,O76454
2279,7,test,P0A231
2280,63,train,O04287
2281,1,train,P18786
2282,17,train,A2QSY5
2283,25,train,B3A0N3
2284,1,train,P19040
2285,1,train,P19042
2286,1,train,P19043
2287,1,train,P19047
2288,1,train,P19048
2289,2,train,P27987
2290,1,train,P42365
2291,1,train,P42379
2292,1,val,P42380
2293,96,train,A0AH12
2294,1,val,P42425
2295,3,val,P08201
2296,6,test,P0A229
2297,7,train,A0QU81
2298,3,train,P16099
2299,15,train,B8ASK4
2300,8,test,P23524
2301,2,test,P57240
2302,16,val,P0AG40
2303,1,train,P68734
2304,2,train,P9WJW2
2305,2,train,P9WKC4
2306,9,train,A1CAI0
2307,1,train,Q0CLX3
2308,1,train,Q12524
2309,3,train,O94523
2310,1,train,Q12639
2311,1,train,Q12667
2312,54,train,A0KA00
2313,15,train,O15460
2314,481,train,A0AKV8
2315,3,train,Q3SWY0
2316,3,val,C4YLK8
2317,1,val,Q5A961
2318,3,train,Q07794
2319,1,val,Q5ABE5
2320,2,val,D4B5D4
2321,2,train,Q5AD05
2322,82,train,A0A0P0V4R0
2323,9,train,Q02933
2324,1,test,Q5APU2
2325,1,train,Q5ARI5
2326,2,train,A9A1T2
2327,1,val,Q5JD38
2328,1,train,Q5JDJ7
2329,14,train,A2VE01
2330,546,train,A0A073CEA3
2331,2,train,Q5SKZ7
2332,2,train,Q3UVC0
2333,7,train,P56180
2334,1,train,Q8DP63
2335,16,val,O00754
2336,2,test,P0CH30
2337,255,train,A0AI79
2338,1,train,Q93LL2
2339,1,train,Q93V88
2340,74,test,A0QIT4
2341,42,train,O31626
2342,1,train,Q9K0U7
2343,1,train,Q9T058
2344,5,train,O78461
2345,6,test,A7J1T0
2346,1,train,E5KK10
2347,1,train,E7DDH2
2348,80,train,A1CCU0
2349,7,train,E1C213
2350,1,test,E7FAP1
2351,2,train,E7FHP1
2352,10,train,D4GZB4
2353,1,train,E8MGH8
2354,6,train,O49856
2355,12,train,B8AMB8
2356,1,train,O50467
2357,6,train,P00436
2358,2,train,P00454
2359,1,train,P00465
2360,4,train,P0C1G5
2361,1,train,P0C1I6
2362,1,train,P0C1J1
2363,1,train,P0C1J2
2364,1,train,P0C1J6
2365,1,val,P0C1J7
2366,4,train,P0C218
2367,1,val,P0C2D7
2368,1,train,P0C2F6
2369,3,train,P0C2K0
2370,1,train,P0C2K2
2371,1,train,P0C2K3
2372,1,train,P0C2K4
2373,1,train,P0C2K6
2374,2,train,P0C2N5
2375,1,train,P24999
2376,1,test,P25037
2377,25,test,A3LXS6
2378,1,train,P25217
2379,1,train,P25237
2380,1,train,P25239
2381,2,train,P25241
2382,2,train,P19887
2383,11,train,A6ZQG7
2384,15,train,A1A4K5
2385,2,train,P39466
2386,2,val,O31611
2387,577,val,A0A161CAI1
2388,1,train,P39730
2389,2,train,P11681
2390,4,train,B2FQP3
2391,1,train,P54397
2392,37,train,O05272
2393,5,val,O34391
2394,1,train,P54493
2395,7,train,P22661
2396,1,train,P54637
2397,29,train,A4IID4
2398,1,val,P69567
2399,1,train,P69569
2400,5,val,P69797
2401,11,train,O07309
2402,4,train,A0R3R7
2403,7,val,Q071E0
2404,7,train,A2A7Q9
2405,1,train,Q08BW0
2406,10,train,O59761
2407,3,val,Q08CN9
2408,1,train,Q08D68
2409,1,train,Q09129
2410,36,train,B1I863
2411,2,train,P56581
2412,2,train,P0CB42
2413,4,train,P0CY89
2414,6,train,A0LJM5
2415,1,train,Q46DA4
2416,3,train,P00472
2417,4,train,O33149
2418,12,train,B0BNF0
2419,9,train,P0AC35
2420,26,train,A0PX17
2421,20,train,O05651
2422,151,val,A2CI50
2423,11,train,B0R6J9
2424,1,train,Q58247
2425,17,train,A6UWH7
2426,1,train,Q58262
2427,1,val,Q58263
2428,7,test,O27907
2429,1,train,Q58280
2430,1,test,Q5SSZ7
2431,2,test,Q059Y8
2432,2,train,Q3U487
2433,2,train,D3Z8N2
2434,3,train,O60927
2435,8,train,O80952
2436,707,train,A0A024BTN9
2437,1,train,Q5U3H2
2438,18,train,A4IID1
2439,1,train,Q69ZI1
2440,635,train,A0AK45
2441,1,train,Q6GL44
2442,1,train,Q6GLB0
2443,5,train,A6QLU8
2444,58,train,A3KPF5
2445,8,test,O75891
2446,1,train,Q6GP17
2447,1,val,Q6GPB6
2448,12,test,C0HBT3
2449,1,train,Q6GV23
2450,24,train,O48741
2451,1,train,Q7MUY1
2452,36,train,A9CK16
2453,4,train,B9DGY1
2454,8,train,O82175
2455,1,train,Q93YN0
2456,12,val,B8AVX5
2457,1,train,Q93Z96
2458,1,train,Q93ZF6
2459,1,train,Q93ZG9
2460,1,train,Q940T5
2461,1,train,Q941B6
2462,19,train,P03974
2463,4,train,P46207
2464,4,train,P76014
2465,2,train,A3N223
2466,3,val,P14930
2467,2,train,Q9QUG2
2468,2,test,Q14289
2469,3,val,Q92183
2470,1,train,Q9Y871
2471,126,train,A0LH38
2472,1,train,Q9Y8K5
2473,3,test,P80656
2474,36,val,A4FWF5
2475,83,train,A1CSI2
2476,1150,train,A0AEZ5
2477,1,train,A5WWA0
2478,732,train,A0AI70
2479,2,train,B1AZ99
2480,1148,train,A0A0H2ZNL3
2481,30,train,A1A399
2482,186,train,A0KHC9
2483,1,train,O32868
2484,28,train,A8EXI2
2485,1,train,O33465
2486,8,val,O33508
2487,1,train,O33579
2488,9,train,O33603
2489,1,train,P08662
2490,10,train,P08653
2491,2,train,P08740
2492,1,test,P08749
2493,3,train,P16386
2494,1,train,P16530
2495,1,train,P16667
2496,2,train,P16685
2497,2,train,P16686
2498,2,train,P16687
2499,2,train,P16688
2500,4,val,P07584
2501,1,train,P31686
2502,60,train,A0A059ZV61
2503,1,train,P31759
2504,3,train,P09178
2505,4,train,P49425
2506,12,train,A0PJN4
2507,27,val,A2XIK9
2508,1,test,P49587
2509,1,train,P49600
2510,604,train,A0A087X1C5
2511,7,train,O69583
2512,2,train,Q09850
2513,1,train,Q09878
2514,12,train,A7M7B9
2515,8,train,P0CP90
2516,1,train,Q09KQ6
2517,1037,train,A0K5M9
2518,1,train,Q21776
2519,1,train,Q35832
2520,1,test,Q36284
2521,2,train,P51940
2522,1,train,Q50438
2523,19,val,A2SPK1
2524,2,test,O27226
2525,1,train,Q50774
2526,1,train,Q50830
2527,2,train,Q1PW30
2528,1,train,Q50945
2529,2,train,O30869
2530,1,train,Q50974
2531,1,train,Q50976
2532,1,val,Q51083
2533,15,train,O35033
2534,6,train,F4JNY0
2535,3,train,P74851
2536,1,train,Q641J8
2537,7,train,O60285
2538,1,train,Q6FKH7
2539,15,train,P17405
2540,8,test,P9WP76
2541,8,val,B0BBT2
2542,1,train,Q822R1
2543,1,train,Q89EW7
2544,38,train,O68460
2545,8,train,Q63342
2546,1,train,Q8GJ44
2547,1,train,Q8GKZ1
2548,1,train,Q8GSJ6
2549,238,train,A0AYZ1
2550,2,train,Q13470
2551,1,train,Q99ML9
2552,2,train,Q7Z569
2553,3,test,Q09298
2554,2,train,Q99MW1
2555,1,test,Q99MX1
2556,1,train,Q99N13
2557,1,train,Q99P96
2558,7,test,Q14693
2559,1,val,Q99PX1
2560,3,train,Q5F5C8
2561,1,train,Q9S1G7
2562,1,train,Q9S3S1
2563,1,val,Q9ZFG9
2564,1,test,Q9ZFH0
2565,1,train,Q9ZG90
2566,1,train,Q9ZH21
2567,10,train,A6VAU7
2568,5,train,O87833
2569,83,train,A1U3F9
2570,1,train,A2SJR5
2571,56,train,A1B316
2572,7,train,O13471
2573,22,val,G4SW86
2574,6,train,O13632
2575,1,train,O13738
2576,1,train,O13826
2577,5,train,A8NEP3
2578,1,train,O13839
2579,80,train,A1A8H1
2580,1,train,O13849
2581,1,test,O13911
2582,3,test,O13924
2583,1,val,O14045
2584,1,train,O14111
2585,12,train,A0A0R4IVA4
2586,160,train,A0A178U9Y5
2587,1,train,O64425
2588,1,val,P05472
2589,3,train,P00383
2590,17,train,D4AVI0
2591,1,train,P05804
2592,19,train,D5DEH5
2593,9,train,P05982
2594,1,train,P0CD62
2595,2,train,D0ZPH9
2596,1,train,P0CF21
2597,3,train,P0CH01
2598,1,train,P0CH03
2599,3,train,P0CH63
2600,1,train,P0CH89
2601,1,train,P23473
2602,42,val,D4GYE2
2603,1,train,P23647
2604,3,train,P23657
2605,1,train,P23666
2606,18,train,P37843
2607,1,train,P37894
2608,1,train,P38049
2609,1,train,P38148
2610,11,train,A1CIL1
2611,1,train,P50656
2612,3,train,P23649
2613,1,val,P50660
2614,1,train,P50665
2615,8,train,O03515
2616,1,train,P50694
2617,19,train,O18733
2618,1,val,P50828
2619,1,train,P50923
2620,20,test,P11934
2621,1,train,P51005
2622,13,train,O50595
2623,1,train,P93303
2624,2,test,F4IYF8
2625,4,train,P43254
2626,1,val,P93604
2627,169,train,A0L516
2628,1,train,P93823
2629,53,val,A2ST81
2630,357,train,A0AHF9
2631,7,train,P42785
2632,2,train,P0C0Z0
2633,9,train,Q337A0
2634,583,test,A0AJ06
2635,2,train,Q07566
2636,1,test,Q552W5
2637,1,train,Q55370
2638,444,train,A0AH04
2639,1,test,Q555E8
2640,9,train,F4J3G5
2641,440,test,A0K9T8
2642,7,train,A8WZU5
2643,1,train,Q5YDB5
2644,1,val,Q5YDB6
2645,36,train,A3MA02
2646,7,train,B5DF07
2647,1,train,Q680I0
2648,1,train,Q681I0
2649,1,train,Q683D5
2650,1,train,Q68DV7
2651,5,test,Q5XG87
2652,1,train,Q6K1U0
2653,1,train,Q6K431
2654,1,train,Q6K762
2655,1,train,Q7NAZ2
2656,715,train,A0ALE2
2657,1,train,Q7NBQ3
2658,1,val,Q7NBZ0
2659,4,train,P59238
2660,18,test,A0JMM9
2661,3,train,Q5XIG0
2662,2,train,Q8VIG6
2663,12,test,O82312
2664,8,train,P10266
2665,1,train,Q9BXU7
2666,1,train,Q9BY84
2667,2,train,Q9BZM1
2668,2,train,Q99PJ2
2669,2,train,Q8R0K2
2670,19,train,A0JN74
2671,2,train,Q8BWQ5
2672,1,train,Q9C103
2673,231,val,A0AK80
2674,2,train,Q8KHV6
2675,2,train,O80963
2676,1,train,Q9S847
2677,11,train,C8VRV0
2678,4,train,A2A1A1
2679,1,train,A2AR02
2680,2,train,A2AWP0
2681,1473,train,A0AG13
2682,30,val,A1C6D6
2683,1,train,A7TUG9
2684,1,train,B0CN28
2685,13,train,B0W2R4
2686,6,train,B0W3R7
2687,1,train,B0WAU8
2688,1,val,B0WQG0
2689,11,train,B3PI89
2690,376,train,A0K9W8
2691,21,train,A2VE47
2692,805,train,A0AHD2
2693,9,test,O04482
2694,1,train,O54457
2695,5,train,O43462
2696,1,train,O55035
2697,1,train,O55176
2698,4,train,O55236
2699,1,train,O89085
2700,118,train,A2YH64
2701,1,val,O93728
2702,18,train,O05706
2703,15,train,O24304
2704,15,train,A5F520
2705,1,train,P0DOA0
2706,23,test,A0A0C5Q309
2707,2,train,P10094
2708,1,train,P10399
2709,1,train,P10400
2710,1,train,P22192
2711,1,train,P22216
2712,1,val,P22317
2713,1,train,P22318
2714,7,train,E7FHF8
2715,1,train,P22455
2716,4,val,O55175
2717,14,train,P08540
2718,1,train,P34883
2719,2,train,P12794
2720,2,train,P12322
2721,2,test,P45699
2722,1,train,P45741
2723,1,train,P45749
2724,1,val,P45895
2725,1,train,P45951
2726,1,train,P45959
2727,1,train,P46014
2728,1,val,P55739
2729,1,val,P55747
2730,1,train,P55784
2731,1,train,P55793
2732,1,train,P55911
2733,3,val,P14532
2734,1,train,P55932
2735,88,train,A1AC64
2736,845,train,A0KCF0
2737,1,train,P94544
2738,1,train,P94694
2739,6,train,Q03269
2740,1,train,Q03276
2741,1,train,Q03284
2742,2,train,Q03407
2743,1,train,Q03425
2744,3,train,P24013
2745,1,train,Q08408
2746,2,train,P55026
2747,1,train,Q08641
2748,13,train,O02849
2749,1,val,Q08647
2750,1,test,Q16W24
2751,1,train,Q21179
2752,1,train,Q21209
2753,420,train,A0AIG2
2754,9,train,A4H5X5
2755,1,train,Q4F883
2756,1,train,Q4FLD7
2757,3,train,Q59H18
2758,7,train,Q4I2M7
2759,1,train,Q59VR3
2760,3,train,P31755
2761,1,train,Q5A4X0
2762,142,train,A0A146F0J0
2763,1,test,Q5QD03
2764,1,train,Q5QLR5
2765,17,train,Q5QQ49
2766,1,train,Q5YWD4
2767,1,train,Q65WL3
2768,3,val,Q6DW74
2769,22,test,A9CRJ7
2770,1,train,Q6LWY8
2771,4,train,A9A677
2772,713,train,A0AK73
2773,12,test,O22494
2774,50,train,O02767
2775,1,train,Q8I113
2776,1,train,Q8I7M8
2777,1,val,Q8I7P9
2778,1,train,Q8IL04
2779,1,train,Q8IQ27
2780,44,train,B0G0Y8
2781,4,train,Q5REQ8
2782,1,train,Q8IU81
2783,2,train,Q8BP74
2784,1,train,Q8RI52
2785,2,train,Q8FWN5
2786,184,train,A0A0I9QGZ2
2787,1,train,Q93AK9
2788,2,train,Q93AR8
2789,2,train,Q93AR9
2790,4,train,Q8VNJ8
2791,1,val,Q93DW6
2792,2,train,B0R753
2793,6,train,A2XID3
2794,1,train,Q9LS86
2795,1,test,Q9LSW9
2796,1,val,Q9LT17
2797,1,train,Q9LT96
2798,1,train,Q9LTX3
2799,5,train,O65583
2800,1,train,Q9LUL8
2801,1,test,Q9LUZ9
2802,1,train,Q9LVM5
2803,2,train,Q9SGT1
2804,8,train,O80437
2805,18,train,A0MTA1
2806,1,train,Q9SIT1
2807,149,train,A0A095AMW7
2808,8,train,O69199
2809,1,train,Q9SJM3
2810,1,val,Q9ZKU4
2811,19,train,O32323
2812,330,train,A0KIK4
2813,1,train,P31212
2814,1,test,P31255
2815,1,train,P52069
2816,4,train,O50593
2817,1,test,P52201
2818,1,train,P52336
2819,8,test,O68949
2820,1,test,P52397
2821,1,train,P52421
2822,1,train,P65731
2823,1,train,Q00053
2824,8,train,O13811
2825,1,train,Q00342
2826,4,train,G3XD67
2827,1,train,Q00520
2828,1,train,Q00531
2829,1,train,Q0SPW1
2830,1,train,Q18680
2831,114,train,A1JJM7
2832,1,train,Q48433
2833,1,train,Q48463
2834,2,train,Q51519
2835,2,train,Q51853
2836,1,train,Q51854
2837,4,train,O06652
2838,1,val,Q52718
2839,1,test,Q52846
2840,13,train,B0R4J9
2841,2,train,Q03228
2842,1,train,Q5PJT2
2843,1,test,Q5PKI8
2844,459,val,A0AI65
2845,1,train,Q7UKD1
2846,583,test,A0A0H3LQK8
2847,244,train,A0K9S9
2848,721,train,A0AFA6
2849,113,train,P0AA37
2850,7,train,Q32M07
2851,23,test,A3E7Z6
2852,2,train,Q96T60
2853,40,train,A1CED0
2854,1,train,Q9NZ20
2855,3,train,Q1LZE1
2856,1,val,Q9P2H5
2857,2,train,Q03254
2858,2,val,P40557
2859,1,train,Q9P6N4
2860,24,train,O02623
2861,1,train,Q9P6Y2
2862,2,train,P26944
2863,1,val,Q9X706
2864,9,train,P15878
2865,1,train,Q9X839
2866,8,train,P24473
2867,69,train,A0KY73
2868,1,train,A0KYQ7
2869,65,train,A0JUV5
2870,247,train,A0AHP2
2871,4,train,A5A6I3
2872,25,train,A5PK65
2873,4,val,A5PKJ4
2874,8,train,A0JPH3
2875,1,train,A8DYY5
2876,1,val,B2IZD3
2877,1,train,B4KBH3
2878,1,train,B4KYX8
2879,8,test,B3NKK1
2880,19,train,A0RHX9
2881,6,train,C0LGR9
2882,1,train,C0LGV0
2883,7,test,E1BLT8
2884,19,train,C6LR75
2885,1,train,E1VBT6
2886,64,train,A1CVK0
2887,755,train,A0A0D8BWP6
2888,3,val,O18823
2889,3,train,O35465
2890,30,train,A0A060X6Z0
2891,1,train,O42154
2892,1,train,O42354
2893,1,train,O82391
2894,24,train,B3A0N5
2895,3,train,P0A3U0
2896,2,test,P0A459
2897,7,train,P0C0J0
2898,1,val,P21804
2899,1,train,P21864
2900,1,val,P21933
2901,8,train,A5PKH3
2902,1,test,P35512
2903,3,train,P14871
2904,1,test,P35660
2905,25,train,A6NHC0
2906,2,train,P33981
2907,1,train,P35811
2908,2,test,P35831
2909,1,val,P35851
2910,1,val,P36003
2911,2,val,P36026
2912,12,test,O14138
2913,2,train,A7A018
2914,2,val,P32784
2915,1,test,P50400
2916,1,train,P50401
2917,1,train,P50434
2918,1,train,P50488
2919,1,train,P50528
2920,1,train,P50547
2921,291,test,A0AG14
2922,26,train,P0AA93
2923,2,test,P75451
2924,27,train,C9XIS5
2925,4,train,B8GZM2
2926,3,train,P31129
2927,5,train,P32701
2928,2,train,P36088
2929,7,train,P23842
2930,3,train,P22414
2931,1,train,Q01477
2932,1,train,Q01551
2933,1,train,Q01577
2934,2,train,P17058
2935,12,test,P19573
2936,1,test,Q01919
2937,1,test,Q01974
2938,1,train,Q05819
2939,1,train,Q05884
2940,19,train,O13453
2941,2,train,Q05A36
2942,5,train,Q06012
2943,1,test,Q0DXS3
2944,1,train,Q0DZT4
2945,1,train,Q1QD97
2946,357,train,A0K9Z1
2947,1,train,Q2RRV2
2948,2,train,P0C187
2949,2,test,Q3ZDQ4
2950,1,train,Q3ZJ89
2951,25,test,O14214
2952,1,train,Q4J8L6
2953,1,train,Q4J9K4
2954,1,train,Q54WD7
2955,1,train,Q54WE5
2956,17,train,A2VE39
2957,1,train,Q54WS9
2958,40,val,B3N6Y7
2959,1,train,Q54WW7
2960,1,train,Q54XX5
2961,1,train,Q54XY6
2962,1,train,Q54Y27
2963,1,train,Q54Y32
2964,7,train,O04862
2965,1,test,Q54YF2
2966,7,train,O13830
2967,1,val,Q54ZN3
2968,1,train,Q550R7
2969,4,val,O49939
2970,16,train,B6TRH4
2971,1,train,Q5EAE9
2972,1,train,Q5ENN5
2973,1,train,Q5EU90
2974,13,train,A9CKA8
2975,2,train,Q5VVX9
2976,2,test,Q5W251
2977,1,train,Q5W9R9
2978,1,train,Q5WA76
2979,13,train,P04629
2980,4,train,O33407
2981,1,val,Q6B9X6
2982,9,train,Q03330
2983,134,test,A0A0R4IF99
2984,10,train,O13297
2985,9,train,O74739
2986,37,train,O36016
2987,13,train,A2YII8
2988,8,train,M0R5D6
2989,1,train,Q6INS5
2990,2,val,Q0II22
2991,9,train,H2N4I1
2992,2,train,P11663
2993,10,train,B2TT54
2994,4,train,P11349
2995,1,train,Q8AYG3
2996,17,train,A4PES0
2997,1,train,Q8BFX1
2998,8,train,D2H6Z0
2999,2,test,Q8BGG7
3000,3,test,P36406
3001,1,val,Q8BI21
3002,4,train,Q8BJQ9
3003,2,train,Q8BMQ2
3004,4,train,O75173
3005,4,val,Q1CW50
3006,1140,train,A0AHK4
3007,420,train,A0AJU9
3008,1,test,Q8XAZ4
3009,6,train,A0A0R4IXF6
3010,1,train,Q92851
3011,22,train,O15305
3012,1,train,Q92932
3013,8,train,P34385
3014,2,train,Q9ESM6
3015,321,train,A0KTH4
3016,1,train,Q9HFF4
3017,28,train,A5A6K3
3018,1,train,Q9HGN5
3019,1,train,Q9LAI0
3020,1,train,Q9LAI1
3021,1,train,Q9LAI2
3022,2,train,C9DQ21
3023,2,train,C9DQ22
3024,2,train,Q41008
3025,1,train,Q9LDC0
3026,1,train,Q9LDD5
3027,23,train,A0JND3
3028,1,train,Q9LE59
3029,1,train,Q9LEA3
3030,2,train,Q5XF85
3031,4,train,Q39249
3032,2,val,Q10D00
3033,1,train,Q9SNB6
3034,1,train,Q9SPL2
3035,7,train,A2XVG1
3036,33,train,B0BCM3
3037,8,train,O24968
3038,5,train,A1A4L4
3039,4,train,A1A696
3040,1,train,A1A6M1
3041,33,test,A1A8P3
3042,53,train,A1ABS8
3043,103,train,A0AXI7
3044,384,val,A0A315
3045,2,train,B4FHU1
3046,15,train,A0JNK3
3047,6,train,B3P6R5
3048,1,train,B4IJG7
3049,2,train,D4AZ24
3050,1,val,O22193
3051,1,train,O22197
3052,1,train,O22283
3053,7,train,A2XFP3
3054,30,train,O80322
3055,3,val,B8BDK0
3056,1,train,P15056
3057,1,train,P15209
3058,1,train,P15349
3059,23,train,A2T195
3060,1,train,P28175
3061,27,train,P28193
3062,27,train,O13505
3063,1,train,P28270
3064,4,train,P16636
3065,1,train,P42691
3066,2,train,P42762
3067,28,train,O64437
3068,2,train,P42817
3069,1,train,P42827
3070,1,train,P42828
3071,2,train,P42850
3072,3,train,P42954
3073,24,train,A0QUX7
3074,7,val,P22234
3075,4,train,P51597
3076,4,train,P48596
3077,1,train,P62426
3078,44,test,A2XV58
3079,4,train,P92979
3080,1,val,P93030
3081,2,train,Q13049
3082,1,train,Q13064
3083,1,val,Q13202
3084,4,val,P97855
3085,3,train,P52012
3086,1,train,Q13427
3087,3,train,Q13489
3088,2,test,F1SVL1
3089,234,train,A1SMR4
3090,49,train,A1USS5
3091,590,train,A0AK88
3092,1,val,Q54R58
3093,2,train,Q54R62
3094,1,train,Q54R82
3095,1,train,Q54RJ4
3096,2,train,Q54RN1
3097,1,train,Q54SC4
3098,1,train,Q54SF9
3099,1,train,Q54SK3
3100,1,train,Q54T01
3101,1,train,Q54T76
3102,1,train,Q54TA1
3103,1,train,Q54TH6
3104,1,train,Q54U65
3105,1,train,Q54UA9
3106,1,train,Q54UL8
3107,1,train,Q54W86
3108,6,train,B1WAS2
3109,1,test,Q5XI50
3110,11,train,O43567
3111,1470,train,A0A120HYZ1
3112,4,test,Q5XIS1
3113,1,test,Q5XIV2
3114,7,train,Q32PR0
3115,1,train,Q695T8
3116,2,train,Q69Q02
3117,1,train,Q69R21
3118,2,test,Q66GP9
3119,9,train,A0A075F7E9
3120,1,train,Q7G959
3121,232,train,A0KIM1
3122,70,train,A3CLY1
3123,1,train,Q8H215
3124,6,val,Q04049
3125,1,test,Q8HUG9
3126,1,val,Q8HUH2
3127,4,train,Q08DV5
3128,8,train,O75844
3129,1,val,Q8RXD3
3130,1,train,Q8RXD6
3131,1,train,Q8RXX9
3132,1,train,Q8S8S7
3133,4,train,Q76L33
3134,1,train,Q8Z9M5
3135,3,train,Q6L171
3136,142,train,A0B879
3137,1,train,Q9H0F5
3138,2,test,Q8BZ20
3139,1,test,Q9H1R2
3140,6,train,A4IFM7
3141,5,train,O35815
3142,5,train,Q5FWL3
3143,2,train,Q5R9W2
3144,4,train,P70665
3145,8,train,A2A5Z6
3146,1,train,Q9HBJ7
3147,2,train,A0A0A1GNF2
3148,17,train,O22415
3149,5,train,A6SU94
3150,73,test,A0QU51
3151,1,train,Q9M8R4
3152,2,train,C0LGJ9
3153,1,train,Q9M9Y4
3154,4,train,A2VCW9
3155,4,train,O35082
3156,10,train,D3Z7P3
3157,320,train,A0AJW5
3158,3,train,P68827
3159,1,train,Q9ULT6
3160,3,train,G3V8H4
3161,300,train,A0AJY2
3162,8,val,A1YER5
3163,1,train,A1YFY1
3164,8,train,G1TGF1
3165,2,test,G1UBD1
3166,1,train,G2NFJ9
3167,1,train,G2SYN4
3168,42,train,B1WB39
3169,2,train,G5E8F4
3170,1,train,G5EB87
3171,1,train,G5EBV0
3172,3,train,E3M3V1
3173,1,train,G5EC44
3174,1,train,O64639
3175,1,train,O64642
3176,1,train,O64792
3177,3,train,O64793
3178,2,train,O64825
3179,4,train,F4HTT6
3180,1,test,O65238
3181,5,train,P15977
3182,1,train,P15984
3183,2,train,P15885
3184,2,train,P16147
3185,1,test,P16218
3186,1,train,P16312
3187,2,val,P29461
3188,11,train,O52512
3189,38,train,A5VP58
3190,2,train,P29566
3191,1,test,P29655
3192,1,train,P29656
3193,1,train,P29657
3194,1,val,P29659
3195,1,train,P29660
3196,2,test,P29737
3197,2,train,P14386
3198,1,train,P29767
3199,47,train,O31645
3200,1,train,P44721
3201,1,val,P60193
3202,1,val,P85142
3203,1,train,P85413
3204,1,train,P85430
3205,1,train,P85439
3206,1,train,P85440
3207,1,test,P85446
3208,1,train,P85512
3209,1,train,P85513
3210,1,train,P85516
3211,1,train,P85517
3212,1,val,P85814
3213,1,train,P85843
3214,1,train,P85906
3215,1,train,P85916
3216,1,train,P85924
3217,1,train,P85949
3218,1,train,P85951
3219,1,test,P85954
3220,1,train,P85999
3221,1,train,P86001
3222,1,train,P86015
3223,1,train,P86074
3224,1,train,P86081
3225,1,train,P86082
3226,1,val,P86102
3227,1,test,P86103
3228,1,train,P86181
3229,1,train,P86195
3230,1,train,P86197
3231,1,train,P86199
3232,1,train,P86200
3233,1,val,P86203
3234,1,test,P86205
3235,1,train,P86206
3236,1,val,P86211
3237,1,val,P86214
3238,1,train,P86217
3239,1,train,P86219
3240,1,test,P86222
3241,1,train,P86225
3242,1,train,P86226
3243,1,val,P86231
3244,1,train,P86235
3245,1,train,P86250
3246,1,test,P86327
3247,1,train,P86328
3248,1,test,P86450
3249,1,train,Q05201
3250,1,test,Q05326
3251,4,train,P36165
3252,1,train,Q12063
3253,5,train,O59763
3254,46,train,B1H369
3255,5,train,Q12272
3256,1,test,Q12362
3257,3,train,O42853
3258,1,train,Q12404
3259,1,train,Q12471
3260,2,train,Q1QWP0
3261,1,train,Q1QWP1
3262,165,train,A0KKK7
3263,153,train,A0KEH3
3264,18,train,A5WFR0
3265,8,train,A4H7A3
3266,16,val,P27124
3267,3,train,Q38HM4
3268,1,test,Q47824
3269,1,train,Q47899
3270,1,train,Q47907
3271,1,train,Q4R361
3272,5,train,O54376
3273,1,train,Q58FY4
3274,760,train,A0AJ80
3275,1,val,Q58Y44
3276,10,train,O32450
3277,552,train,A0A0H3JR16
3278,4,train,O33998
3279,2,train,P22222
3280,1,train,Q5NCP0
3281,10,train,P28907
3282,3,train,Q6NMK1
3283,4,train,Q6NPD7
3284,2,train,Q28E95
3285,7,train,P22681
3286,5,train,Q502B3
3287,1,train,Q6NRV8
3288,16,train,A0A1D6L709
3289,1,train,Q7YR30
3290,1,train,Q7YR43
3291,5,train,Q5DTK1
3292,2,train,Q7Z3D6
3293,1,val,Q7Z6J0
3294,1,train,Q8R6G8
3295,846,train,A0ALG5
3296,3,train,P51400
3297,1,train,Q92037
3298,10,val,O93523
3299,1,train,Q92076
3300,1,train,Q92091
3301,4,train,Q14554
3302,2,val,G5EB30
3303,1,val,Q9C7E9
3304,23,train,O04865
3305,1,train,Q9C895
3306,2,train,Q9C8E1
3307,465,train,A0K724
3308,3,train,B3H7A9
3309,1,train,Q9CAD5
3310,1,val,Q9CAV6
3311,3,train,O24585
3312,1,train,Q9LX93
3313,1,train,Q9LY41
3314,1,train,Q9LY50
3315,1,train,Q9LY75
3316,5,test,Q84ME1
3317,26,test,A2BLE8
3318,7,train,P40506
3319,5,train,O80742
3320,1,val,Q9XD73
3321,1,train,Q9XEC6
3322,1,train,Q9XF63
3323,5,train,Q10E50
3324,56,train,A1AFY9
3325,19,train,A4PCD4
3326,9,train,A5VUS1
3327,16,train,A3PRU3
3328,15,train,B0RVK4
3329,3834,train,A0AH37
3330,1,train,B3EWG9
3331,1,train,B3EWI9
3332,1,val,B3EWP2
3333,5,train,B3FN88
3334,1,train,B3GYF4
3335,59,train,A0PSD4
3336,2,train,B9W4V6
3337,314,train,A0L909
3338,24,train,A1DA62
