accession,true_label_count,any_unseen_true_label,all_true_labels_unseen,min_true_label_train_count,B1_ESM2_only_top1_prob,B1_ESM2_only_prob_sum,B1_ESM2_only_entropy,B3_contact_only_top1_prob,B3_contact_only_prob_sum,B3_contact_only_entropy,Fusion_ESM2_contact_top1_prob,Fusion_ESM2_contact_prob_sum,Fusion_ESM2_contact_entropy
B5F429,1,False,False,8,0.045049835,0.32236356,2.3504872,0.114095636,0.35312217,1.5496145,0.94782907,0.9754649,0.38273343
B5FF08,1,False,False,3,0.28286085,0.57957083,1.8914602,0.1415504,0.27680677,1.3334297,0.089452155,0.17033455,0.6492581
B5FGJ0,1,False,False,8,0.046409685,0.3085316,2.3195407,0.26394224,0.6626809,2.123309,0.8704138,0.879073,0.45893258
B5FKW0,1,False,False,3,0.21674041,0.5729457,2.0782032,0.100458115,0.31378603,1.9870878,0.10172478,0.17469715,0.6787275
B5FTU1,1,False,False,8,0.07407294,0.3843814,2.6006198,0.10584847,0.3134572,1.3818537,0.9496464,0.9661731,0.31670657
B5QU45,1,False,False,3,0.21674041,0.5729457,2.0782032,0.029230027,0.242665,1.7326922,0.10412123,0.17100425,0.66345215
B5QW34,1,False,False,8,0.07407322,0.38438153,2.6006188,0.12640566,0.2952309,1.2645472,0.95332074,0.97090745,0.3116282
B5R6V6,1,False,False,3,0.1935095,0.5600282,2.1085875,0.048776124,0.23824646,1.6373873,0.100199975,0.16489807,0.64597493
B5RDR9,1,False,False,8,0.074071586,0.38437784,2.600603,0.11743448,0.32010806,1.3474776,0.95142055,0.9707531,0.32760608
B5XV26,1,False,False,8,0.067860276,0.43641704,3.0527906,0.13061085,0.29499516,1.2066374,0.9484515,0.96739924,0.3368622
B5Y0T5,1,False,False,3,0.2746905,0.59358144,1.9475721,0.009197655,0.12289707,1.0082362,0.120846085,0.18707846,0.6629977
B5Z3C5,1,False,False,8,0.089496545,0.43095487,2.8588715,0.12533934,0.3689265,1.6134429,0.9197399,0.93894553,0.4237862
B5Z3V1,1,False,False,3,0.27368996,0.65307987,2.1433966,0.13559876,0.4534826,2.592157,0.09578517,0.16352081,0.6180516
B5Z711,1,False,False,3,0.51575094,0.95335954,2.6285439,0.012325901,0.09443155,0.6845094,0.28411487,0.4460509,1.3206682
B5ZR38,1,False,False,3,0.15148063,0.48659012,2.1093364,0.15449543,0.6993114,4.278632,0.096007556,0.3138543,1.1178484
B6EH68,1,False,False,3,0.22575526,0.50757897,1.7924699,0.06476476,0.15488476,0.8361796,0.11030076,0.17292263,0.64439666
B6ELM6,1,False,False,8,0.04759987,0.36613238,2.7565439,0.2567774,0.6182847,1.9785248,0.80207676,0.80911905,0.56166553
B6HZQ1,1,False,False,3,0.25725707,0.62374735,2.123586,0.09247441,0.4276868,2.622291,0.09905511,0.17071898,0.6445307
B6I6F6,1,False,False,8,0.1039339,0.42129725,2.5933719,0.12509541,0.32578576,1.4249543,0.9283073,0.94575214,0.3909464
B6JLM6,1,False,False,3,0.56242484,0.9522683,2.42518,0.012982183,0.11736149,0.8361646,0.18143852,0.31799728,1.0998203
B7GG21,1,False,False,8,0.07767124,0.35017604,2.3617625,0.24436176,0.5907873,2.6092029,0.5687494,0.57920206,0.76256156
B7GLA4,1,False,False,3,0.35446355,0.8593341,2.859109,0.11113603,0.31446627,1.4878848,0.09837359,0.18128884,0.72449565
B7HH96,1,False,False,3,0.2263998,0.6887261,2.5732288,0.08778236,0.2641236,1.3253837,0.09767147,0.13706885,0.53812325
B7HHH6,1,False,False,8,0.18818529,0.59090066,2.6018558,0.15457271,0.57662594,2.6155257,0.63470197,0.68318504,0.9299293
B7HK63,1,False,False,3,0.24600141,0.7133652,2.665437,0.1870821,0.4755867,1.6252613,0.10825562,0.15598822,0.5941555
B7HKE5,1,False,False,8,0.13037795,0.4678548,2.4471936,0.16055754,0.5097823,2.2606747,0.64457685,0.66863364,0.81449157
B7IN35,1,False,False,3,0.22674847,0.6819715,2.5476944,0.11189776,0.29205495,1.2995204,0.103037305,0.13569395,0.51838493
B7INB4,1,False,False,8,0.16808887,0.56484514,2.6491401,0.17683356,0.55419475,2.391249,0.64048123,0.6855303,0.9315809
B7JFS4,1,False,False,3,0.23307277,0.70801455,2.6064243,0.110093586,0.36607507,1.7203805,0.112413675,0.14645763,0.54398286
B7JG06,1,False,False,8,0.15343261,0.52329785,2.613292,0.1746733,0.5362719,2.3498478,0.6465008,0.67430866,0.83000755
B7K7J4,1,False,False,3,0.3547518,0.86495197,2.9204476,0.07040277,0.93834084,6.7202272,0.1411659,0.24085696,0.8929002
B7KR63,1,False,False,3,0.2509993,0.67112666,2.2894366,0.051620957,0.4733449,3.1774545,0.030318014,0.07195538,0.36993226
B7L681,1,False,False,3,0.27136075,0.6456125,2.1763515,0.022562139,0.23341615,1.6345953,0.102897294,0.18322138,0.68386805
B7LEI1,1,False,False,8,0.10393258,0.42129284,2.593347,0.108929865,0.27817038,1.2087033,0.9304865,0.9473979,0.380086
B7LMD5,1,False,False,3,0.28486684,0.6652269,2.183611,0.12571721,0.4092437,2.3257997,0.09602389,0.17263809,0.65551627
B7LWP0,1,False,False,8,0.10229135,0.4289471,2.6817675,0.10336671,0.26149276,1.202664,0.9251935,0.9453587,0.4089456
B7LXH5,1,False,False,8,0.1039339,0.42129725,2.5933719,0.12776591,0.3120264,1.3038467,0.93181247,0.9489246,0.37731823
B7M3T7,1,False,False,3,0.26425698,0.63430905,2.15022,0.08470887,0.4238266,2.6933544,0.09917276,0.17071415,0.6480138
B7MDA3,1,False,False,3,0.27617115,0.6542775,2.1475067,0.09185826,0.36295956,2.1667228,0.091213375,0.16205776,0.620347
B7MKM9,1,False,False,8,0.105965935,0.45110673,2.8364196,0.15732469,0.3551174,1.3835638,0.9294598,0.9497817,0.40140322
B7MQG0,1,False,False,3,0.27617115,0.6542775,2.1475067,0.072557874,0.40289736,2.5890012,0.09144548,0.16489112,0.62936115
B7MYR0,1,False,False,8,0.10596675,0.4511096,2.83643,0.11169239,0.28771818,1.2444494,0.9165911,0.9334937,0.4149284
B7N6Z6,1,False,False,8,0.102290936,0.4289488,2.6817853,0.10201446,0.25652042,1.1345098,0.93119144,0.9481164,0.377845
B7N8Z8,1,False,False,3,0.27617115,0.6542775,2.1475067,0.053486805,0.28062734,1.9523518,0.098738074,0.17824328,0.6702637
B7NJ50,1,False,False,3,0.27617046,0.6542767,2.1475067,0.11022257,0.3853135,2.2088463,0.091565214,0.16732268,0.64292663
B7NT99,1,False,False,8,0.10308125,0.42321056,2.6229644,0.1090137,0.2953783,1.3555952,0.92484885,0.94055724,0.38935432
B7UHH4,1,False,False,8,0.09619763,0.43733054,2.8372703,0.13134943,0.3147406,1.2967013,0.9289133,0.94750273,0.39298776
B7UJR7,1,False,False,3,0.27549386,0.64540464,2.1058285,0.049120065,0.28913504,1.9644818,0.093425125,0.1890552,0.71187335
B7UXV6,1,False,False,3,0.24068962,0.629768,2.3232906,0.1419534,0.6458905,4.150053,0.23582126,0.5296259,1.5355399
B7VI86,1,False,False,8,0.10530824,0.42427868,2.7701626,0.2140653,0.34615007,1.2092528,0.688351,0.6978251,0.69808954
B8CM62,1,False,False,3,0.16567303,0.3927686,1.6475903,0.040157992,0.2272184,1.5188241,0.107659005,0.19408071,0.7196353
B8D7V6,1,False,False,8,0.04034132,0.37487328,2.848276,0.08836633,0.3435906,1.6749748,0.7762713,0.7842024,0.59761214
B8D9K4,1,False,False,8,0.03891429,0.37267733,2.8334446,0.10187903,0.34693462,1.6518723,0.77940136,0.7873971,0.5941732
B8E544,1,False,False,3,0.06730036,0.2956016,1.7734303,0.032156233,0.37074143,2.4528794,0.06669324,0.16817823,0.7177022
B8F6L5,1,False,False,3,0.15922578,0.4811441,1.8890823,0.055949982,0.1542193,0.77819794,0.07380903,0.17530985,0.70671123
B8FMW6,1,False,False,3,0.10994703,0.49839807,2.2793045,0.21020389,0.63837016,3.676199,0.11350096,0.26681548,0.9326445
B8G1I4,1,False,False,3,0.25204232,0.68414384,2.319445,0.28007013,0.5115028,2.4656837,0.09635177,0.25012687,0.9688693
B8GJL3,1,False,False,3,0.24424489,0.7555249,2.6796036,0.11157297,4.641426,31.524519,0.1491356,0.3398917,1.1456932
B8H3X3,1,False,False,3,0.2982673,0.7667118,2.462462,0.026698815,0.36996564,2.9631963,0.1126118,0.2993085,1.138129
B8HQ99,1,False,False,3,0.11647152,0.41960946,1.635701,0.06219222,1.3383584,9.296595,0.13862634,0.4192974,1.3886676
B8ZRQ3,1,True,True,0,0.101863645,0.33774045,2.1724467,0.028015517,0.43818784,3.0314147,0.09096587,0.33635023,1.7589725
B9DYU5,1,False,False,3,0.24614434,0.6753841,2.426024,0.047665436,0.5983262,4.5771976,0.23878027,0.33069572,0.9066225
B9IUT0,1,False,False,3,0.24600141,0.7133652,2.665437,0.15927814,0.39989543,1.484432,0.10763988,0.14931971,0.5673965
B9IV11,1,False,False,8,0.09836331,0.45498693,2.596579,0.14213492,0.44648862,2.0495505,0.6333026,0.6565881,0.82010955
B9JLH9,1,False,False,3,0.112186186,0.41583824,1.9384887,0.12428448,0.5852107,3.570088,0.06540153,0.2242129,0.90015453
B9JS46,1,False,False,3,0.118459426,0.34800732,1.5843576,0.15331464,0.78674424,4.606966,0.08861241,0.17616461,0.72739726
B9L986,1,False,False,3,0.30955204,0.89053196,2.8115823,0.12309467,1.3567507,9.019293,0.24857444,0.4157272,1.1971656
B9M0M7,1,False,False,3,0.31606805,0.77437544,2.5701623,0.10194228,0.8538925,5.861134,0.18171878,0.2712243,0.90397835
B9MBJ3,1,False,False,3,0.14934362,0.5211148,2.055408,0.13196515,0.6936524,4.4290485,0.2053414,0.2885726,0.8524832
B9MMB0,1,False,False,3,0.18159766,0.73028773,3.013907,0.04972227,0.5260522,3.3829286,0.22673987,0.327555,1.0595598
C0Q7Y0,1,False,False,3,0.22040014,0.5879248,2.1370664,0.043452546,0.20752208,1.4732928,0.09248202,0.16498686,0.6464766
C0QST3,1,False,False,3,0.25253552,0.88287646,3.6950815,0.06263976,0.6903262,5.1054034,0.10798407,0.2481252,0.9533836
C0RFL5,1,False,False,3,0.122574925,0.49064082,2.2895403,0.06059061,0.48829544,3.2441804,0.10138542,0.22199114,0.8623432
C1A2R3,1,True,True,0,0.07708728,0.34599045,2.3609877,0.0426869,1.0879889,7.179357,0.058542177,0.23863047,1.3217311
C1AMG5,1,True,True,0,0.12409005,0.553299,3.7778077,0.052995563,0.5445799,3.9466934,0.10914395,0.46184134,2.3191605
C1AQV5,1,False,False,8,0.042975947,0.3987274,3.2136226,0.2603695,0.87878966,4.588955,0.7316486,0.74142236,0.6626104
C1AZH2,1,True,True,0,0.06028871,0.36109805,2.6415634,0.12641385,1.6966081,11.15452,0.09799624,0.44408143,2.3440068
C1D6L0,1,False,False,3,0.12371101,0.74748397,3.4464643,0.015731288,0.23380892,1.7701802,0.20409782,0.32954383,1.0732208
C1DRE9,1,False,False,3,0.3628832,0.8725249,2.7765968,0.16868372,0.8213078,5.0486746,0.27787337,0.4639044,1.312681
C1EM49,1,False,False,3,0.22460295,0.6999782,2.6252987,0.16150698,0.37787673,1.3530006,0.10944468,0.14761068,0.559014
C1EMR8,1,False,False,8,0.13402788,0.46477824,2.3783293,0.20979911,0.5678277,2.3545704,0.6351836,0.6650327,0.85666525
C1F844,1,False,False,3,0.37807313,0.8843441,2.9030955,0.21707256,1.2521746,7.7589674,0.2899052,0.37608582,1.0066998
C1FN27,1,False,False,3,0.2074985,0.66376215,2.4556806,0.19169664,0.28673273,1.1717228,0.10310658,0.18761177,0.760818
C3JYR8,1,False,False,3,0.36016712,0.8164223,2.6163094,0.08591879,0.7971537,5.0505753,0.28401276,0.47841975,1.3212367
C3KVW4,1,False,False,3,0.284019,0.8159963,2.7031107,0.038392283,0.12297479,0.7741512,0.15491769,0.21827142,0.7741449
C3L9N6,1,False,False,8,0.2293007,0.5751188,2.1784847,0.017288879,0.96176606,7.5978684,0.50376433,0.52637476,0.8303033
C3LAL0,1,False,False,3,0.23307277,0.70801455,2.6064243,0.187128,0.4841439,1.818467,0.11407057,0.14740382,0.543384
C3LM61,1,False,False,3,0.31532463,0.62023467,1.9862701,0.020161575,0.15866409,1.1197002,0.105412036,0.2028123,0.7348802
C3LRB8,1,False,False,8,0.1324525,0.46583924,2.9045918,0.046517357,0.109292015,0.57960844,0.6531516,0.65581536,0.67121595
C3P4F6,1,False,False,3,0.23307042,0.70801055,2.6064146,0.09941078,0.28476906,1.385904,0.114227556,0.14486627,0.52960515
C3P516,1,False,False,8,0.22929983,0.5751173,2.178481,0.0221427,0.9625168,7.436937,0.49174324,0.5146625,0.8308371
C3PLH1,1,False,False,3,0.16378663,0.49939784,2.1783962,0.052949872,1.2251943,9.16205,0.15265705,0.2905433,1.0112641
C4K2L7,1,False,False,3,0.15840724,0.49878737,2.1831644,0.0627124,0.4658704,3.4122562,0.18334001,0.35009578,1.1462648
C4L0V4,1,False,False,3,0.24528448,0.6958677,2.4292684,0.0967344,0.34644848,1.689398,0.1668918,0.21707132,0.72314817
C4LHT4,1,True,True,0,0.03530274,0.83314353,5.817988,0.04875544,2.014191,15.132941,0.044162,0.22741768,1.4849913
C4XPJ3,1,False,False,3,0.15946704,0.64409673,2.6845446,0.18275076,0.5757406,3.4621842,0.20435674,0.41867328,1.2622842
C4ZTK1,1,False,False,3,0.24218746,0.6017555,2.095742,0.07618705,0.37783784,2.4348884,0.09854966,0.16841136,0.6345352
C4ZZR6,1,False,False,8,0.102290936,0.4289488,2.6817853,0.11071246,0.2737485,1.2514491,0.9258823,0.9470275,0.41280237
C5BCK3,1,False,False,3,0.24290995,0.547481,2.0175989,0.028258873,0.13908419,1.0359021,0.18183301,0.36986443,1.1622653
C5D5A7,1,False,False,8,0.08239246,0.5147869,3.3741996,0.26141986,0.5512781,2.2722917,0.68416977,0.6905619,0.6785727
C5D7Y2,1,False,False,3,0.33881631,0.8080254,2.666953,0.114918925,0.28236267,1.2411313,0.10679177,0.17054361,0.6497783
C6DB62,1,False,False,3,0.282858,0.6174504,1.9682964,0.08056272,0.3235262,2.146451,0.16352026,0.23846567,0.8075214
C6DDH2,1,False,False,8,0.044275124,0.52983016,4.0634694,0.13862006,0.36106795,1.5734221,0.91052896,0.92046046,0.38032144
C6DUY7,1,True,True,0,0.12409026,0.55330014,3.777813,0.052983087,0.52718747,3.8279793,0.1169342,0.5149484,2.522985
C6E7E7,1,False,False,3,0.35921523,0.8732759,2.7202017,0.07427124,0.9552512,6.7472606,0.14765386,0.31616923,1.0756475
C6WKX3,1,True,True,0,0.0719121,0.78179616,5.7179074,0.17358516,1.6263869,9.560139,0.09166762,0.5594663,2.8481853
C7MY07,1,True,True,0,0.036851507,0.39039713,2.6971052,0.028191566,1.1122404,7.639448,0.008790066,0.043531805,0.32956687
C7Q0R3,1,True,True,0,0.049287777,0.38643426,2.7315278,0.031234508,0.3242274,2.3219652,0.080752715,0.18720499,0.9201827
C7Q4X5,1,True,True,0,0.07038853,0.44787773,3.1168642,0.09022015,1.8425078,12.571402,0.041687872,0.26475263,1.4596782
C7QKE2,1,True,True,0,0.09566119,0.6612361,4.384775,0.06383637,0.8478888,5.5782843,0.02777946,0.2691498,1.7975519
C8XJN6,1,True,True,0,0.04772984,0.7420198,5.6204147,0.06272291,0.94063777,6.004964,0.11403939,0.6393794,3.1774454
C9ZBY0,1,True,True,0,0.056958314,0.39429536,2.8644714,0.05287392,1.3356633,9.306075,0.04211026,0.2592019,1.4251091
D0LD40,1,True,True,0,0.023276282,0.56276995,4.2664795,0.041186284,2.3826447,17.40809,0.012215175,0.11630101,0.7847597
D1A8M1,1,True,True,0,0.10984399,0.37956178,2.3937833,0.074498594,0.67742145,4.557949,0.035184164,0.18562421,1.0852582
D2B0T1,1,True,True,0,0.09894746,0.34267703,2.1747715,0.1659492,0.34919745,1.7920363,0.086362116,0.2052555,1.06441
D2PN56,1,True,True,0,0.101367705,0.6355423,4.3964357,0.06535345,0.35484168,2.2962694,0.047805876,0.44629505,2.5024347
D2S9Y0,1,True,True,0,0.069440894,0.26225567,1.8037736,0.15861571,1.5942563,10.197754,0.041761767,0.23592623,1.4023676
D3PW16,1,True,True,0,0.08349487,0.4539718,3.0823002,0.13421048,0.8945006,5.069828,0.0109767355,0.08589339,0.5742747
D4B4K9,1,True,True,0,0.016668646,1.6391686,13.635864,0.0058000213,0.18543765,1.6699558,0.0028168426,0.011272063,0.09552486
D5UVX0,1,True,True,0,0.086132996,0.72658765,5.203911,0.03745529,1.2736351,8.925905,0.108849995,0.6216935,3.059776
D6Y7M2,1,True,True,0,0.126281,0.44008213,2.8190765,0.033290874,0.20177928,1.343831,0.09588448,0.28075263,1.4081684
D6ZE32,1,True,True,0,0.06214024,0.40550166,2.8713262,0.2397763,1.0773729,5.644704,0.03494255,0.19779661,1.1917789
D7B6L8,1,True,True,0,0.02749967,0.41768193,2.7511847,0.084754206,2.1582723,14.979296,0.03325909,0.103116825,0.63953257
D7BQJ3,1,True,True,0,0.05337219,0.30117893,2.160505,0.17619151,1.7665946,11.594328,0.031555146,0.17338666,1.02385
O06737,1,False,False,8,0.12998475,0.5001307,2.8656788,0.12676327,0.47404185,2.2526555,0.72707766,0.7317267,0.627292
O25356,1,False,False,3,0.5404296,0.9351305,2.4617658,0.0055824923,0.08520863,0.6712141,0.26417932,0.46333262,1.4000609
O27180,1,False,False,3,0.32322943,0.690231,2.2253706,0.056683064,1.3460789,9.307772,0.14326237,0.29365057,0.9921979
O29807,1,False,False,3,0.26460835,0.9251702,3.5433724,0.048577193,0.46909127,2.987786,0.18015021,0.35792258,1.1319578
O31675,1,False,False,3,0.44252828,0.91996104,2.7043173,0.17713453,0.4011578,1.4298697,0.07217194,0.16313139,0.65272784
O35790,1,True,True,0,0.045776397,1.100235,8.655126,0.057056677,0.5007821,3.4510424,0.041868072,0.37568206,2.042313
O57836,1,False,False,3,0.24684091,0.9617908,4.440938,0.09079712,0.63701683,3.9492972,0.18086202,0.2972309,1.086148
O67003,1,False,False,3,0.15508235,0.6524109,2.7259767,0.094721146,0.46784326,2.930273,0.15667927,0.33302635,1.152832
O74841,1,False,False,68,0.022738827,1.0764284,8.3021145,0.063792594,2.274192,16.062645,0.020848086,0.11340637,0.6770586
P0C634,1,False,False,3,0.34319305,0.78881645,2.625051,0.09748905,1.4793203,10.608021,0.16007139,0.3395297,1.0452225
P17853,1,False,False,8,0.036589302,0.3282053,2.5658822,0.11720902,0.27330208,1.1398847,0.9062214,0.9164084,0.39024982
P17854,1,False,False,8,0.10229117,0.42894793,2.681776,0.10146313,0.2697129,1.239573,0.92247367,0.9417071,0.4112261
P23797,1,True,True,0,0.025503581,1.6432092,12.867249,0.09131526,0.56870925,3.8791173,0.019016694,0.11038406,0.6741375
P38913,1,False,False,68,0.030686691,0.9051496,6.465237,0.109208636,5.8913302,37.389023,0.04759927,0.080033965,0.42045885
P44068,1,False,False,31,0.06875617,0.51003414,3.5718741,0.051337708,0.3710869,2.5353436,0.07111129,0.07932766,0.32235828
P44124,1,False,False,3,0.12358961,0.39358044,1.8035263,0.16058525,0.38020527,1.8612049,0.11017847,0.19084848,0.7456438
P52672,1,False,False,8,0.0872694,0.4142372,2.778154,0.1518674,1.0821762,6.9633617,0.6155768,0.6308786,0.77885497
P56860,1,False,False,8,0.033279557,1.1292205,9.070286,0.06519091,0.36519763,2.1712348,0.62764144,0.6488447,0.79215807
P56891,1,False,False,8,0.097987175,0.52316886,3.573905,0.2403499,0.67907083,2.839021,0.6387639,0.6444871,0.70375645
P57501,1,False,False,8,0.037791207,0.37444514,2.875433,0.09309495,0.3043137,1.4451209,0.7925454,0.80120593,0.58185893
P65669,1,False,False,8,0.04297578,0.39873016,3.2136471,0.16489708,1.2238781,8.081945,0.7674585,0.78176886,0.6631551
P72794,1,False,False,8,0.03561289,0.29249597,2.20347,0.3072772,0.37822026,1.1864363,0.5460618,0.5497296,0.7217431
P77756,1,False,False,3,0.24218947,0.60175973,2.0957499,0.1876279,0.38129288,1.895715,0.10780179,0.17987336,0.66610825
P94498,1,False,False,8,0.10322956,0.3880189,2.269032,0.21125962,0.46067363,1.9488169,0.6211876,0.6619932,0.8973558
P9WIK2,1,False,False,8,0.042976175,0.3987274,3.2136216,0.26153865,0.6921313,3.5390346,0.75352573,0.7643835,0.64775294
P9WIK3,1,False,False,8,0.04297604,0.3987286,3.213632,0.14934932,0.978241,6.2234306,0.6953251,0.7064581,0.7061884
P9WJN0,1,True,True,0,0.060946662,0.21949182,1.4450151,0.04803672,0.58164406,3.8614666,0.022645054,0.072851464,0.47432762
P9WJN1,1,True,True,0,0.060947333,0.21949331,1.4450215,0.05124687,0.5865979,3.857113,0.022068573,0.07135908,0.46501186
P9WJN2,1,True,True,0,0.12408998,0.5533,3.7778149,0.04860096,0.6109295,4.525533,0.12176608,0.51312494,2.461152
P9WJN3,1,True,True,0,0.12409026,0.55330014,3.7778146,0.051606476,0.51796997,3.728669,0.11225114,0.4626562,2.289756
Q02ID8,1,False,False,3,0.24068962,0.629768,2.3232906,0.10731012,0.70733136,4.722005,0.23552562,0.52527124,1.52008
Q03L16,1,False,False,3,0.33678904,0.91172737,2.8178926,0.058190953,0.17568296,0.9313351,0.16151655,0.20891388,0.6976756
Q04PP1,1,False,False,3,0.08957798,0.5197722,3.1810615,0.22375089,0.39798632,1.68078,0.032923147,0.08416692,0.44339627
Q055M9,1,False,False,3,0.08957703,0.51977146,3.1810641,0.2752724,0.49059528,1.9226954,0.035776142,0.094799384,0.4929877
Q07ML3,1,False,False,3,0.18090238,0.6211775,2.3208134,0.11136505,0.640551,4.368408,0.20611517,0.30386698,0.9109798
Q082U2,1,False,False,3,0.14437857,0.57700014,2.4866633,0.0188871,0.16392317,1.0964882,0.22137429,0.2840712,0.8265094
Q0A550,1,False,False,3,0.28465292,0.6802058,2.2039337,0.14497131,2.1857975,14.279324,0.04975534,0.11340454,0.51653475
Q0A6T1,1,False,False,8,0.0964311,0.48730215,3.0870695,0.1374477,0.36675826,1.579774,0.52150327,0.5255901,0.72729963
Q0AJ94,1,False,False,3,0.12660228,0.5173599,2.1412568,0.058424592,0.63720155,4.453085,0.14597698,0.37623885,1.1799321
Q0ARS7,1,False,False,3,0.16242541,0.4835938,2.338593,0.054587845,0.48490262,2.8623116,0.13654085,0.20976637,0.7959912
Q0BAU3,1,False,False,3,0.27786422,0.70877904,2.1874976,0.18747588,1.0474069,7.2990713,0.11922278,0.15675542,0.57010573
Q0BQ87,1,False,False,3,0.26054788,0.55985266,2.1444576,0.129808,1.5485188,9.107609,0.0857935,0.12692961,0.51686054
Q0C4T2,1,False,False,3,0.19058132,0.54124975,2.0370018,0.023187287,0.49109298,3.6912873,0.30500385,0.5462303,1.323442
Q0HII5,1,False,False,3,0.41284513,0.88344836,2.7247505,0.03487282,0.23165186,1.6478578,0.12074265,0.25834522,0.91260016
Q0HVF0,1,False,False,3,0.35900894,0.8280557,2.704375,0.04977056,0.19906844,1.4095066,0.09621751,0.21383882,0.7996263
Q0I1Q0,1,False,False,31,0.043410614,0.5118231,3.8422148,0.045745414,0.883311,5.994925,0.0072584436,0.02095204,0.13771746
Q0I671,1,False,False,3,0.18133907,0.6891051,2.905416,0.044572573,0.6581223,4.69383,0.069474824,0.15646899,0.65728366
Q0K7W8,1,False,False,3,0.13740517,0.5516437,2.3273351,0.048800245,0.5495898,3.8509412,0.052707717,0.13026157,0.5633539
Q0RCR9,1,True,True,0,0.029197285,0.78086114,5.5557003,0.08660071,0.66998726,4.74006,0.076757945,0.3574221,2.1294637
Q0RKY6,1,True,True,0,0.022795217,0.33931908,2.3577754,0.050129116,1.0667993,8.079221,0.041842405,0.5113515,3.2253938
Q0S424,1,True,True,0,0.08069497,0.39210632,2.7778873,0.112923466,0.8477209,5.555623,0.064271204,0.3362391,1.844043
Q0T1I6,1,False,False,8,0.10113576,0.42334127,2.6380787,0.12882349,0.30805558,1.2747847,0.93468684,0.9544625,0.38423586
Q0T7D9,1,False,False,3,0.27051562,0.63880324,2.1611428,0.05997917,0.2799587,1.8391905,0.11113524,0.18920383,0.6826265
Q0TEA4,1,False,False,8,0.09619758,0.43732992,2.8372653,0.12937401,0.31455752,1.2973003,0.9294474,0.9482744,0.39312816
Q0TKJ7,1,False,False,3,0.27617142,0.65427977,2.1475132,0.041080456,0.26412934,1.8906292,0.09655868,0.18850051,0.7034015
Q0VRI8,1,False,False,3,0.16018595,0.5446481,2.223465,0.033468414,0.5849304,3.9947748,0.14401524,0.28467268,0.9312154
Q10270,1,False,False,8,0.022118732,1.4803956,12.214424,0.19338654,0.6228411,3.0070171,0.25653797,0.26354823,0.62882656
Q114E1,1,False,False,3,0.17647606,0.5813441,2.0887089,0.1873905,0.7485729,4.652833,0.20360087,0.5502034,1.6163781
Q11B05,1,False,False,3,0.18002476,0.51488036,2.0619063,0.046474624,0.49354398,3.3489754,0.08142496,0.23838823,0.917525
Q11B66,1,False,False,8,0.13248704,0.58931607,3.1468534,0.2853652,0.8506176,3.156779,0.6276515,0.7069509,1.0678768
Q12FK2,1,False,False,3,0.19950496,0.5996578,2.0804186,0.042490546,0.24112782,1.7048252,0.14576356,0.30716446,1.0424696
Q12MM8,1,False,False,3,0.3743012,0.7382161,2.231175,0.052001875,0.13274351,0.8874457,0.08312466,0.21749553,0.85607266
Q12WI3,1,False,False,3,0.25668696,0.7765466,2.7102559,0.12888034,1.0133392,6.213151,0.19550145,0.28381646,0.90033484
Q136L0,1,False,False,3,0.20118476,0.5684768,2.0853522,0.029876312,0.46544832,3.5061073,0.060883734,0.13695826,0.5871113
Q146Z6,1,False,False,3,0.2575421,0.6854925,2.267047,0.031450868,0.87441784,6.7678022,0.08096255,0.107243486,0.42730075
Q15RL9,1,False,False,3,0.1893288,0.48670202,1.7725427,0.034016285,0.5963139,4.313818,0.15519606,0.2587516,0.89967173
Q17XR6,1,False,False,3,0.5587703,0.9806954,2.4846072,0.029224234,0.17179443,1.1680655,0.093620695,0.20996743,0.83605033
Q1B4P5,1,True,True,0,0.042064115,1.5726149,11.911407,0.08946496,4.7441697,32.35341,0.12978075,1.0252161,4.7745147
Q1BSK1,1,False,False,3,0.2871142,0.71482253,2.1740775,0.09397346,0.63454366,4.781998,0.10151598,0.1401101,0.5406666
Q1C4L5,1,False,False,3,0.2651877,0.62510127,1.9994805,0.011469484,0.18160713,1.3980763,0.13090597,0.21780004,0.7722503
Q1CL58,1,False,False,3,0.26518652,0.62509555,1.9994678,0.013718451,0.16062748,1.2132705,0.13084091,0.21528308,0.76727986
Q1CTN3,1,False,False,3,0.5506002,1.003054,2.6490421,0.018627413,0.08515985,0.6153484,0.15352084,0.31182066,1.1033565
Q1CYI2,1,False,False,3,0.17740937,0.5731008,2.4015536,0.055171642,0.56920934,4.107039,0.10316807,0.24945812,0.96368057
Q1GEY7,1,False,False,3,0.16800278,0.61475074,2.322244,0.08481746,0.5507616,3.2355905,0.10544157,0.30880824,1.0903858
Q1GPS4,1,False,False,3,0.29370967,0.78173244,2.443873,0.045090064,0.20813674,1.5607243,0.10163926,0.2319938,0.90203923
Q1GTF3,1,False,False,3,0.20439197,0.77858675,2.9754224,0.098250955,0.49502566,2.7981308,0.17639197,0.45815542,1.3911998
Q1GYT5,1,False,False,3,0.2500778,0.7326867,2.5390935,0.13345926,0.44634306,2.833053,0.06066836,0.12254802,0.55976874
Q1I6F8,1,False,False,3,0.27957448,0.70821303,2.3423374,0.12678203,0.649907,4.176565,0.2869194,0.56811637,1.5429049
Q1IHK6,1,False,False,3,0.39518812,0.8724573,3.0862024,0.022560373,0.7050545,4.9875684,0.20994677,0.2852964,0.87306637
