accession,true_ec,pred_ec,covered,exact_hit,sample_f1
Q9VBV8,2.4.1.259;2.4.1.261,2.4.1.259,True,True,0.6666666666666666
Q9VGV8,1.8.1.9,,False,False,0.0
Q9VJ90,2.7.11.1,2.7.11.1,True,True,1.0
Q9W4C3,3.4.19.12,3.4.19.12,True,True,1.0
Q9X7P6,1.4.3.3,1.4.3.3,True,True,1.0
Q9XDP2,2.8.2.22,2.8.2.22,True,True,1.0
Q9XZ48,3.2.1.35,3.2.1.35,True,True,1.0
Q9ZIT6,2.4.1.58,2.4.1.58,True,True,1.0
S5NIA2,1.1.1.100;2.3.1.41;2.3.1.86,1.1.1.100,True,True,0.5
V9TNS0,3.2.1.37;3.2.1.55,3.2.1.37,True,True,0.6666666666666666
V9TS54,3.2.1.8,3.2.1.8,True,True,1.0
V9TT49,3.2.1.37;3.2.1.55,3.2.1.37,True,True,0.6666666666666666
W1Q7S6,4.1.99.22,4.1.99.22,True,True,1.0
W1QDJ3,2.10.1.1;2.7.7.75,2.10.1.1,True,True,0.6666666666666666
W1QJK0,2.8.1.7,2.8.1.7,True,True,1.0
W8JNL4,2.5.1.63;2.5.1.94,2.5.1.63,True,True,0.6666666666666666
A0A067DDU9,5.4.99.41,5.4.99.39,True,False,0.0
A0A067ECN5,5.4.99.56,5.4.99.39,True,False,0.0
A0A067FI21,5.4.99.39,5.4.99.39,True,True,1.0
A0A087M355,2.7.1.26,2.7.1.26,True,True,1.0
A0A087M356,1.5.1.42,1.5.1.36,True,False,0.0
A0A089LCJ8,3.2.1.31,3.2.1.31,True,True,1.0
A0A0A2J9B0,3.2.1.14,3.2.1.14,True,True,1.0
A0A0A2JVV3,3.2.1.14,3.2.1.14,True,True,1.0
A0A0B5RNJ4,1.14.13.148,1.14.13.101,True,False,0.0
A0A0C1E1D0,2.6.1.5,2.6.1.1,True,False,0.0
A0A0C4FEI8,3.4.11.1,3.4.11.1,True,True,1.0
A0A0C9QKT6,3.2.1.35,3.2.1.35,True,True,1.0
A0A0C9RFM5,3.2.1.35,3.2.1.35,True,True,1.0
A0A0E0S0W9,2.7.11.1,2.7.11.1,True,True,1.0
A0A0G4KL96,3.2.1.8,3.2.1.8,True,True,1.0
A0A0H2UQZ4,1.6.3.4,1.6.99.3,True,False,0.0
A0A0H2WWP1,6.3.2.10,6.3.2.10,True,True,1.0
A0A0H2ZM62,2.7.13.3,2.7.13.3,True,True,1.0
A0A0H3GN27,4.2.1.11,4.2.1.11,True,True,1.0
A0A0H3LMJ1,2.7.13.3,2.7.13.3,True,True,1.0
A0A0H3LSV1,2.7.7.65,3.1.4.52,True,False,0.0
A0A0K0VEZ4,3.1.1.3,3.1.1.3,True,True,1.0
A0A0R4IAX5,4.3.2.3,2.3.3.9,True,False,0.0
A0A0U3AB61,1.1.1.336,1.1.1.336,True,True,1.0
A0A0U4AHM6,1.1.1.195,1.1.1.324,True,False,0.0
A0A0W1JK39,2.8.2.22,2.8.2.22,True,True,1.0
A0A1D6NER6,2.1.1.103,2.1.1.103,True,True,1.0
A0A1D8PMB8,2.7.2.4,2.7.2.4,True,True,1.0
A0A1D9Q0B7,4.2.1.94,4.2.1.94,True,True,1.0
A0A1E3M8P2,1.16.1.10,,False,False,0.0
A0A1E5S1A9,1.1.1.49,1.1.1.49,True,True,1.0
A0A1G9FQX8,2.5.1.63,2.5.1.63,True,True,1.0
A0A1H1YBL2,4.4.1.11;4.4.1.2,4.4.1.11,True,True,0.6666666666666666
A0A1L4BJ83,3.2.1.35,3.2.1.35,True,True,1.0
A0A1L7T8M0,2.7.8.7,2.7.8.7,True,True,1.0
A0A1Q3EPF5,3.4.21.26,3.4.21.26,True,True,1.0
A0A1U8QNM5,2.1.1.317,2.1.1.317,True,True,1.0
A0A1U8QYZ5,2.1.1.317,2.1.1.317,True,True,1.0
A0A1V0QSF8,4.2.3.15,4.2.3.16,True,False,0.0
A0A1V0QSH1,4.2.3.106,4.2.3.111,True,False,0.0
A0A1W2PQD8,3.1.3.16,3.1.3.16,True,True,1.0
A0A223GB52,2.7.8.7,2.7.8.7,True,True,1.0
A0A223HDH4,1.1.1.17,1.1.1.17,True,True,1.0
A0A223HDI5,1.1.1.138,1.1.1.138,True,True,1.0
A0A261GVB1,1.14.18.1,1.14.18.1,True,True,1.0
A0A291FAY5,1.14.13.146,1.14.13.146,True,True,1.0
A0A2B4RNI3,2.7.7.86,,False,False,0.0
A0A2I1D2M7,5.1.1.1,2.5.1.48,True,False,0.0
A0A2I2F2J6,5.5.1.6,,False,False,0.0
A0A2K3D1C8,2.7.8.41,2.7.8.5,True,False,0.0
A0A2K8FTN3,2.8.1.7,2.8.1.7,True,True,1.0
A0A2P6MHT4,2.7.1.184,2.7.1.90,True,False,0.0
A0A2P6MHY1,4.1.2.57,4.1.2.40,True,False,0.0
A0A2S5CRW1,1.14.14.18,1.14.14.18,True,True,1.0
A0A2V3YHY1,2.8.2.22,2.8.2.22,True,True,1.0
A0A2V5GUR2,5.1.1.1,2.5.1.48,True,False,0.0
A0A348G5W8,3.2.1.35,3.2.1.35,True,True,1.0
A0A348HAY2,3.1.1.1,3.1.1.1,True,True,1.0
A0A384E138,2.3.1.9,2.3.1.176,True,False,0.0
A0A384E143,2.3.3.10,2.3.1.180,True,False,0.0
A0A384JJA8,3.2.1.151,3.2.1.151,True,True,1.0
A0A384JXV5,3.2.1.8,3.2.1.8,True,True,1.0
A0A384K474,3.2.1.8,3.2.1.8,True,True,1.0
A0A385XI11,1.1.1.12,1.1.1.12,True,True,1.0
A0A3B6EFE3,3.6.1.9,3.1.4.1,True,False,0.0
A0A3M6TIF0,2.7.7.86,2.7.7.86,True,True,1.0
A0A482PJF5,2.3.2.27,,False,False,0.0
A0A482PUS2,2.3.2.27,,False,False,0.0
A0A4D6G3C8,1.1.3.6;5.3.3.1,1.1.3.6,True,True,0.6666666666666666
A0A4S8L6U5,3.4.21.26,3.4.21.26,True,True,1.0
A0A4Y5L9K3,4.2.3.71,4.2.3.22,True,False,0.0
A0A4Y5QWA6,4.2.3.25,4.2.3.48,True,False,0.0
A0A4Y5QWK5,4.2.3.15,4.2.3.16,True,False,0.0
A0A509AU59,3.1.3.18,3.1.3.18,True,True,1.0
A0A565D474,4.1.1.15,4.1.1.15,True,True,1.0
A0A565D475,4.1.1.15,4.1.1.15,True,True,1.0
A0A5B8NBE6,5.4.99.56,5.4.99.39,True,False,0.0
A0A5B8NBN0,5.4.99.56,5.4.99.39,True,False,0.0
A0A5B9GBF0,2.7.11.24,2.7.11.24,True,True,1.0
A0A5N6TQK8,5.1.1.1,5.1.1.1,True,True,1.0
A0A7H0DMZ7,2.3.2.27,2.3.2.27,True,True,1.0
A0A7H0DN27,2.7.11.1,2.7.11.1,True,True,1.0
A0A7H0DN30,3.1.4.4,3.1.4.4,True,True,1.0
A0A7H0DN36,2.7.7.19,2.7.7.19,True,True,1.0
A0A7H0DN39,2.7.7.6,2.7.7.6,True,True,1.0
A0A7H0DN44,2.7.7.7,2.7.7.7,True,True,1.0
A0A7H0DN45,1.8.3.2,1.8.3.2,True,True,1.0
A0A7H0DN52,1.17.4.1,1.17.4.1,True,True,1.0
A0A7H0DN56,3.6.4.13,3.6.4.13,True,True,1.0
A0A7H0DN73,2.7.1.21,2.7.1.21,True,True,1.0
A0A7H0DN74,2.1.1.57,2.1.1.57,True,True,1.0
A0A7H0DN78,3.1.3.48,3.1.3.-,True,False,0.0
A0A7H0DN95,3.6.1.15,3.6.1.15,True,True,1.0
A0A7H0DNA3,2.7.7.6,2.7.7.6,True,True,1.0
A0A7H0DNC3,2.7.7.6,2.7.7.6,True,True,1.0
A0A7H0DNE2,1.1.1.145;5.3.3.1,1.1.1.145,True,True,0.6666666666666666
A0A7H0DNE5,2.7.4.9,2.7.4.9,True,True,1.0
A0A7H0DNE6,6.5.1.1,6.5.1.1,True,True,1.0
A0A7H0DNE9,2.7.11.1,2.7.11.1,True,True,1.0
A0A7H0XJI9,3.2.1.55,3.2.1.55,True,True,1.0
A0A7J6EK66,2.2.1.7,2.2.1.7,True,True,1.0
A0A7J6G7L9,1.1.1.267,1.1.1.267,True,True,1.0
A0A7J6H013,1.1.1.34,1.1.1.34,True,True,1.0
A0A7J6HK32,4.2.3.104;4.2.3.57,4.2.3.119,True,False,0.0
A0A7T8J1U7,2.4.2.14,2.4.2.14,True,True,1.0
A0A7T9L375,3.2.1.35,3.2.1.35,True,True,1.0
A0A803NI27,1.1.1.34,1.1.1.34,True,True,1.0
A0A803PDZ0,2.2.1.7,2.2.1.7,True,True,1.0
A0A8B6XWW9,2.7.7.86,,False,False,0.0
A0A8F1NN86,4.1.1.18,4.1.1.17,True,False,0.0
A0A8F1SZZ8,4.1.1.18,4.1.1.17,True,False,0.0
A0A8H7XMX0,4.2.3.26;4.2.3.49,4.2.3.135,True,False,0.0
A0A8R9YZM7,3.1.1.3,3.1.1.3,True,True,1.0
A0A913XCT1,2.7.7.86,2.7.7.86,True,True,1.0
A0A976YI25,2.7.3.3,2.7.3.3,True,True,1.0
A0A977JPB5,3.2.1.55,3.2.1.55,True,True,1.0
A0A9E8M491,1.1.1.334,1.1.1.334,True,True,1.0
A0A9E8M4N8,4.1.1.17,4.1.1.17,True,True,1.0
A0A9E9KU69,2.5.1.16;2.5.1.79,2.5.1.79,True,True,0.6666666666666666
A0A9E9KUX0,2.5.1.16,2.5.1.16,True,True,1.0
A0A9P5CTI1,3.1.3.2,3.1.3.2,True,True,1.0
A0AA38GTP3,2.3.1.166,2.3.1.166,True,True,1.0
A0AAD6ITA8,2.3.1.16,2.3.1.16,True,True,1.0
A0AAD6J2M3,3.2.1.8,3.2.1.8,True,True,1.0
A0AAD6J5T3,1.3.8.8,1.3.1.95,True,False,0.0
A0AAD6NF83,2.3.1.9,2.3.1.176,True,False,0.0
A0AAD6NFV5,1.3.8.6,1.3.8.6,True,True,1.0
A0AAD6NIB7,3.2.1.14,3.2.1.14,True,True,1.0
A0AAD6NLP7,2.3.1.16,2.3.1.16,True,True,1.0
A0AAD6NMH5,3.2.1.78,3.2.1.78,True,True,1.0
A0AAI7ZGA5,3.6.4.6,,False,False,0.0
A0AAI7ZGC9,3.6.4.6,,False,False,0.0
A0AAV8SEA8,2.5.1.16;2.5.1.79,2.5.1.79,True,True,0.6666666666666666
A0AAV8SY32,2.5.1.16,2.5.1.16,True,True,1.0
A0AAW0VBZ2,2.3.1.48,2.3.1.48,True,True,1.0
A0ABM1IHN5,3.2.1.35,3.2.1.35,True,True,1.0
A0Q7V6,2.7.13.3,2.7.13.3,True,True,1.0
A0QTP6,2.7.13.3,2.7.13.3,True,True,1.0
A2E926,2.4.1.11;2.4.1.21,2.4.1.21,True,True,0.6666666666666666
A2ECR2,2.4.1.18,2.4.1.18,True,True,1.0
A2F4M9,2.4.1.25;3.2.1.33,2.4.1.25,True,True,0.6666666666666666
A2QU15,2.4.1.16,2.4.1.16,True,True,1.0
A3VVZ4,1.14.13.148,1.14.13.101,True,False,0.0
A5GZY7,5.3.4.1,5.3.4.1,True,True,1.0
A5U3A6,2.7.11.1,2.7.11.1,True,True,1.0
A5VL09,3.6.1.67,3.6.1.66,True,False,0.0
A7E4L6,4.2.2.2,4.2.2.2,True,True,1.0
A7E584,3.2.1.4,3.2.1.4,True,True,1.0
A7EXV2,3.2.1.15,3.2.1.15,True,True,1.0
A7GKX6,1.1.1.136,1.1.1.136,True,True,1.0
A7RM90,2.3.3.9,2.3.3.9,True,True,1.0
A8CF75,1.14.19.9,1.14.19.9,True,True,1.0
A8HQD7,1.14.16.1,1.14.16.1,True,True,1.0
A8QCV4,3.1.1.3,3.1.1.3,True,True,1.0
A8QCV7,3.1.1.3,3.1.1.3,True,True,1.0
A9ES55,1.18.1.2,1.18.1.2,True,True,1.0
A9FRJ0,1.18.1.2,1.14.13.25,True,False,0.0
B0Y8W1,3.4.21.105,,False,False,0.0
B0Y8Y4,2.7.11.1,2.7.11.1,True,True,1.0
B2RH82,5.2.1.8,5.2.1.8,True,True,1.0
B4YSH2,2.1.1.53,2.1.1.53,True,True,1.0
B4YSH3,2.1.1.53,2.1.1.53,True,True,1.0
B5KRF6,2.3.1.167,2.3.1.167,True,True,1.0
B6QEB3,1.15.1.1,1.15.1.1,True,True,1.0
B8FRJ0,2.8.2.22,2.8.2.22,True,True,1.0
B9T625,4.2.3.19,4.2.3.19,True,True,1.0
C0HMB4,3.1.1.11,3.1.1.11,True,True,1.0
C0HMC9,3.1.1.32,3.1.1.32,True,True,1.0
C0HMF5,3.1.1.4,3.1.1.4,True,True,1.0
C0NSI5,3.5.4.26,3.5.4.26,True,True,1.0
C4JF76,5.1.1.1,5.1.1.1,True,True,1.0
C6EUD4,2.8.3.18,3.1.2.1,True,False,0.0
C7M8J5,2.5.1.76,4.2.1.22,True,False,0.0
D1L2U8,3.5.1.28,3.5.1.28,True,True,1.0
D1L2Y9,3.2.1.28,,False,False,0.0
D2RW80,5.3.1.29,5.3.1.29,True,True,1.0
D4GVK8,2.1.1.229,1.14.11.-,True,False,0.0
D9N4H3,3.1.1.3,3.1.1.3,True,True,1.0
D9N4H4,3.1.1.3,3.1.1.3,True,True,1.0
E1CJK0,3.1.1.3,3.1.1.3,True,True,1.0
E2ADC1,3.2.1.35,3.2.1.35,True,True,1.0
E2JKI3,3.1.21.4,3.1.21.4,True,True,1.0
E5RWZ0,3.2.1.35,3.2.1.35,True,True,1.0
E5Y8P9,1.2.1.81,1.2.1.81,True,True,1.0
E9Q368,2.1.1.34,2.1.1.34,True,True,1.0
F0VAI6,5.3.4.1,5.3.4.1,True,True,1.0
F1SVF8,1.12.98.3,1.12.5.1,True,False,0.0
F4JFR7,1.14.11.51,1.14.11.33,True,False,0.0
F8U969,4.2.1.76,1.1.1.-,True,False,0.0
F8U971,4.2.1.76,1.1.1.-,True,False,0.0
G0RT93,3.1.3.16,3.1.3.16,True,True,1.0
G1XJZ4,2.7.11.24,2.7.11.24,True,True,1.0
G1XSR6,1.14.13.196,1.14.13.196,True,True,1.0
G2WS43,2.4.1.16,2.4.1.16,True,True,1.0
G2WX41,2.4.1.232,2.4.1.232,True,True,1.0
G2WXM2,2.7.11.24,2.7.11.24,True,True,1.0
G2WYX6,1.2.1.88,1.2.1.88,True,True,1.0
G2WZF1,4.2.1.94,4.2.1.94,True,True,1.0
G2WZM1,3.2.1.67,3.2.1.67,True,True,1.0
G2X015,3.2.1.28,3.2.1.28,True,True,1.0
G2XDI2,1.5.3.1;1.5.3.7,1.5.3.7,True,True,0.6666666666666666
G2XER7,1.6.5.5,1.6.5.5,True,True,1.0
G2XF09,3.2.1.14,3.2.1.14,True,True,1.0
G4N954,4.2.1.18,4.2.1.17,True,False,0.0
G7W8N6,2.8.2.22,2.8.2.22,True,True,1.0
G8BHG5,1.1.1.184,1.1.1.289,True,False,0.0
I1BJ58,2.4.1.16,2.4.1.16,True,True,1.0
I1RDA9,3.1.1.3,3.1.1.3,True,True,1.0
I1RHF8,3.1.1.1,3.1.1.3,True,False,0.0
I1RIF1,3.1.1.1,3.1.1.8,True,False,0.0
I4AC25,2.8.2.22,2.8.2.22,True,True,1.0
J3KAR5,5.1.1.1,5.1.1.1,True,True,1.0
J9VI85,4.2.3.1,4.2.3.1,True,True,1.0
J9VTK7,2.4.1.11,2.4.1.11,True,True,1.0
J9VU26,2.7.1.39,2.7.1.39,True,True,1.0
J9XYC6,3.2.1.35,3.2.1.35,True,True,1.0
K7LZ65,2.3.1.20,2.3.1.20,True,True,1.0
K7ZMF5,3.2.1.35,3.2.1.35,True,True,1.0
K7ZPU7,3.2.1.35,3.2.1.35,True,True,1.0
K9GHZ3,3.2.1.8,3.2.1.8,True,True,1.0
O53044,3.5.2.6,3.5.2.6,True,True,1.0
O53388,3.3.2.10,,False,False,0.0
O84925,1.6.3.4,1.6.99.3,True,False,0.0
P0DO68,3.3.2.10,3.3.2.10,True,True,1.0
P0DO70,3.3.2.10,3.3.2.10,True,True,1.0
P0DRB8,3.4.14.5,3.4.14.5,True,True,1.0
P0DRN5,3.2.1.35,3.2.1.35,True,True,1.0
P0DRN6,3.2.1.35,3.2.1.35,True,True,1.0
P0DRN8,3.2.1.35,3.2.1.35,True,True,1.0
P0DW59,3.2.2.5,,False,False,0.0
P0DW68,2.7.13.3,,False,False,0.0
P0DW71,2.7.13.3,,False,False,0.0
P0DX23,1.1.1.51,1.1.1.170,True,False,0.0
P0DX24,1.1.1.51,1.1.1.145,True,False,0.0
P0DXB4,2.7.7.86,,False,False,0.0
P0DXB5,2.7.7.86,2.7.7.86,True,True,1.0
P0DXB6,2.7.7.86,2.7.7.86,True,True,1.0
P0DXB7,2.7.7.86,2.7.7.86,True,True,1.0
P0DXC0,2.7.7.85,2.7.7.86,True,False,0.0
P0DXC8,4.3.1.1,4.3.1.1,True,True,1.0
P0DXD4,4.3.2.1,4.3.2.1,True,True,1.0
P0DXG4,6.2.1.37,6.2.1.27,True,False,0.0
P0DXI1,5.4.99.41,5.4.99.39,True,False,0.0
P0DXI2,5.4.99.56,5.4.99.39,True,False,0.0
P0DXJ4,3.1.1.80,3.1.1.80,True,True,1.0
P0DXJ5,3.1.1.80,3.1.1.80,True,True,1.0
P0DXL5,4.2.1.1,4.2.1.1,True,True,1.0
P0DXP1,3.5.1.28,3.5.1.28,True,True,1.0
P0DXY7,1.7.2.4,1.7.2.4,True,True,1.0
P0DXY8,1.7.2.4,1.7.2.4,True,True,1.0
P0DY05,3.2.1.183,3.2.1.183,True,True,1.0
P0DY91,2.8.2.22,2.8.2.22,True,True,1.0
P0DYJ2,3.2.1.35,3.2.1.35,True,True,1.0
P0DYJ4,3.5.99.7,3.5.99.7,True,True,1.0
P71730,2.7.7.7,,False,False,0.0
P74111,2.7.13.3,2.7.13.3,True,True,1.0
P74451,2.7.11.1,2.7.11.1,True,True,1.0
P9WEE4,1.1.1.1;1.1.1.284,1.1.1.-,True,False,0.0
P9WEN5,3.4.21.26,3.4.21.26,True,True,1.0
Q05FZ2,3.2.1.35,3.2.1.35,True,True,1.0
Q06K61,3.5.4.4,3.5.4.4,True,True,1.0
Q0DGU2,2.1.1.61,,False,False,0.0
Q0K4R0,4.2.1.43,4.2.1.43,True,True,1.0
Q0K4R1,1.2.1.26,1.2.1.26,True,True,1.0
Q0SG95,1.4.1.20,1.4.1.23,True,False,0.0
Q19VG9,1.15.1.1,1.15.1.1,True,True,1.0
Q1K7A4,3.1.2.4,3.1.2.4,True,True,1.0
Q1V023,1.14.13.148,1.14.13.101,True,False,0.0
Q22419,3.5.2.7,3.5.2.7,True,True,1.0
Q2FV90,3.1.1.1,3.1.1.3,True,False,0.0
Q2U6T7,1.16.1.9,1.16.1.9,True,True,1.0
Q2U919,3.1.3.16,3.1.3.16,True,True,1.0
Q2UD95,2.1.1.44,1.14.99.51,True,False,0.0
Q388V7,6.1.1.15,6.1.1.15,True,True,1.0
Q39QF4,1.3.8.11,1.3.8.11,True,True,1.0
Q3J189,1.14.15.9,1.14.15.9,True,True,1.0
Q3M6L0,2.7.13.3,2.7.13.3,True,True,1.0
Q3ZFI3,3.5.1.28,3.5.1.28,True,True,1.0
Q4D5J7,2.3.1.199,2.3.1.199,True,True,1.0
Q4DUK4,2.3.1.199,2.3.1.199,True,True,1.0
Q4WQ60,2.3.2.27,2.3.2.27,True,True,1.0
Q4WW94,2.7.11.1,2.7.11.1,True,True,1.0
Q4X158,2.1.1.9,2.1.1.163,True,False,0.0
Q50227,1.12.98.3,,False,False,0.0
Q50249,1.12.98.3,1.12.5.1,True,False,0.0
Q50250,1.12.98.3,,False,False,0.0
Q59380,2.1.1.37,2.1.1.37,True,True,1.0
Q5JJC1,2.4.2.3,2.4.2.3,True,True,1.0
Q5K9E9,6.3.5.2,6.3.5.2,True,True,1.0
Q5LIC7,3.2.1.31,3.2.1.23,True,False,0.0
Q5LT63,1.14.13.148,1.14.13.101,True,False,0.0
Q5SC51,3.2.1.18,3.2.1.18,True,True,1.0
Q5U2T9,5.2.1.8,5.2.1.8,True,True,1.0
Q6F6U3,3.5.1.19,3.5.1.-,True,False,0.0
Q6F9B6,1.4.3.16,1.4.3.16,True,True,1.0
Q6FC18,5.3.3.7,5.3.3.7,True,True,1.0
Q6UR87,1.3.7.3,1.3.7.3,True,True,1.0
Q7CS24,1.5.1.42,1.5.1.42,True,True,1.0
Q7MTZ8,3.6.1.54,3.6.1.54,True,True,1.0
Q7PYT9,3.2.1.20,3.2.1.20,True,True,1.0
Q83V27,3.5.99.5,3.5.99.5,True,True,1.0
Q83V30,1.2.1.10,1.2.1.10,True,True,1.0
Q87NI7,3.1.4.52,3.1.4.52,True,True,1.0
Q88JI5,2.7.13.3,2.7.13.3,True,True,1.0
Q89F89,1.4.3.3,1.4.3.19,True,False,0.0
Q8DN03,2.7.13.3,2.7.13.3,True,True,1.0
Q8DP70,1.6.3.4,1.6.99.3,True,False,0.0
Q8E0N2,3.2.1.31,3.2.1.31,True,True,1.0
Q8GUP2,2.1.1.61,,False,False,0.0
Q8QV65,3.2.1.18,3.2.1.18,True,True,1.0
Q8XP19,3.2.1.31,3.2.1.31,True,True,1.0
Q95PD7,3.2.1.35,3.2.1.35,True,True,1.0
Q9F7E4,1.14.13.22,1.14.13.22,True,True,1.0
Q9I0R8,3.1.4.52,3.1.4.52,True,True,1.0
Q9I1Q0,1.2.1.26,1.2.1.26,True,True,1.0
Q9I1Q1,4.2.1.43,,False,False,0.0
Q9I2B7,2.7.13.3,2.7.13.3,True,True,1.0
Q9KJT3,2.7.13.3,2.7.13.3,True,True,1.0
Q9L2E6,1.7.7.2,1.7.99.4,True,False,0.0
Q9N4K2,4.2.1.22,4.2.1.22,True,True,1.0
Q9NC65,3.5.4.4,3.5.4.4,True,True,1.0
Q9P451,3.1.1.3,3.1.1.73,True,False,0.0
Q9RKF1,1.2.1.92,1.2.1.92,True,True,1.0
Q9RKF7,5.5.1.25,5.5.1.25,True,True,1.0
Q9S7W8,2.1.1.53,2.1.1.53,True,True,1.0
Q9SX57,2.7.11.1,2.7.11.1,True,True,1.0
Q9VJ31,2.1.1.5,2.1.1.10,True,False,0.0
Q9W2W5,3.2.2.19,,False,False,0.0
Q9W4J9,3.2.2.19,,False,False,0.0
Q9XJ42,2.1.1.53,2.1.1.53,True,True,1.0
Q9XZ16,3.1.3.16,3.1.3.16,True,True,1.0
S8EYU3,3.6.5.5,3.6.5.5,True,True,1.0
S8F527,2.1.1.56,2.1.1.56,True,True,1.0
V5TF61,2.5.1.1,2.5.1.29,True,False,0.0
W1Q703,4.6.1.17,4.6.1.17,True,True,1.0
W1QGQ0,2.8.1.12,2.8.1.12,True,True,1.0
A0A017TC06,1.3.7.4,1.3.7.5,True,False,0.0
A0A0M8N8I0,2.5.1.18,2.5.1.18,True,True,1.0
A0A0M8N9Q3,4.3.2.9,4.3.2.9,True,True,1.0
A0A0U3CEN8,5.1.3.14,5.1.3.14,True,True,1.0
A0A1W2PQ27,3.1.3.16,3.1.3.16,True,True,1.0
A0A1W2PQ64,3.1.3.16,3.1.3.16,True,True,1.0
A0A1W2PQC6,3.1.3.16,3.1.3.16,True,True,1.0
A0A1W2PQJ5,3.1.3.16,3.1.3.16,True,True,1.0
A0A1W2PR75,3.1.3.16,3.1.3.16,True,True,1.0
A0A2P6MHU9,5.3.1.31,,False,False,0.0
A0A2S5CS30,1.3.7.4,1.3.7.5,True,False,0.0
A0A7H0DN19,3.6.1.23,3.6.1.23,True,True,1.0
A0A7H0DN21,1.17.4.1,1.17.4.1,True,True,1.0
A0A7H0DN62,2.7.7.6,2.7.7.6,True,True,1.0
A0A7H0DN77,2.7.7.6,2.7.7.6,True,True,1.0
A0A7H0DN91,2.7.7.6,2.7.7.6,True,True,1.0
A0A7H0DNC7,2.7.7.6,2.7.7.6,True,True,1.0
A0A7W3RCJ3,1.2.1.97,1.2.1.22,True,False,0.0
A0A7W3RDA3,5.3.1.31,,False,False,0.0
A0AAD6IYT8,3.2.1.78,3.2.1.78,True,True,1.0
A0NP47,4.2.1.43,4.2.1.43,True,True,1.0
A2FBF3,3.2.1.2,3.2.1.2,True,True,1.0
B1KN81,4.4.1.3,4.4.1.3,True,True,1.0
B8D049,2.4.1.230,2.4.1.230,True,True,1.0
C0HMH2,3.1.1.4,3.1.1.4,True,True,1.0
D5E1S7,1.2.1.97,1.2.1.22,True,False,0.0
D5E1S9,5.3.1.31,,False,False,0.0
J1H1H5,5.3.1.31,,False,False,0.0
J7FVS9,1.1.1.206,1.1.1.206,True,True,1.0
M1L514,2.7.7.6,2.7.7.6,True,True,1.0
M1LL92,3.2.2.27,3.2.2.27,True,True,1.0
M1T9N7,2.1.1.243,2.1.1.243,True,True,1.0
P0DXC5,1.1.1.3,1.1.1.3,True,True,1.0
P0DY06,2.5.1.56,2.5.1.101,True,False,0.0
P0DY07,2.7.7.43,2.7.7.43,True,True,1.0
P0DYC8,1.3.7.4;1.3.7.6,1.3.7.5,True,False,0.0
P0DYJ3,3.4.21.105,3.4.21.105,True,True,1.0
P9WEK4,3.5.1.9,3.5.1.9,True,True,1.0
Q0ZQ45,5.4.2.9,5.4.2.9,True,True,1.0
Q5SKU3,4.2.1.17,4.2.1.116,True,False,0.0
Q5VVH2,5.2.1.8,5.2.1.8,True,True,1.0
Q6LXX7,4.3.1.12,,False,False,0.0
Q7CX99,4.2.1.43,,False,False,0.0
Q8ZR64,3.1.4.52,,False,False,0.0
R4LHX8,2.5.1.63,2.5.1.63,True,True,1.0
